"Id","letter_no_in_edition","Source","sender_inferred","sender_uncertain","Target","recipient_inferred","recipient_uncertain","Label","send_date_year1","send_date_computable1","send_date_has_range","send_date_year2","send_date_computable2","send_date_inferred","send_date_approx","send_date_uncertain","source_loc_id","source_loc_inferred","source_loc_uncertain","target_loc_id","target_loc_inferred","target_loc_uncertain","letter_language","letter_type_genus","letter_type_x_to_x"
"era_cwe_1000","1000 [CWE] // 1000 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"pucci_lorenzo_viaf_37813554",0,0,"1000 To Lorenzo Pucci Louvain, 31 July 1519 25 [CWE]",1519,"1519-07-31",0,1519,"1519-07-31",0,0,0,"leuven_BE_gid_2792482",0,0,"rome_IT_gid_3169070",1,0,"latin","dedicatory letter","letter_1_to_1"
"era_cwe_1000a","1000A [CWE] // 1035 [ALLEN]","lipsius_martin_viaf_17616612",0,0,"erasmus_desiderius_viaf_95982394",0,0,"1000A From Maarten Lips [Louvain, July-early August 1519] [CWE]",1519,"1519-07-01",1,1519,"1519-07-10",1,0,0,"leuven_BE_gid_2792482",1,0,"leuven_BE_gid_2792482",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1000b","1000B [CWE] // 1036 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"lipsius_martin_viaf_17616612",0,0,"1000B To Maarten Lips [Louvain, July-early August 1519] [CWE]",1519,"1519-07-01",1,1519,"1519-07-10",1,0,0,"leuven_BE_gid_2792482",1,0,"leuven_BE_gid_2792482",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1001","1001 [CWE] // 1001 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"spalatin_georg_viaf_240011410",0,0,"1001 To Georgius Spalatinus Antwerp, 7 August 1519 [CWE]",1519,"1519-08-07",0,1519,"1519-08-07",0,0,0,"antwerpen_BE_gid_2803138",0,0,"torgau_DE_gid_2821807",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1002","1002 [CWE] // 1002 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"béraud_nicolas_viaf_9955323",0,0,"1002 To Nicolas Bérault Antwerp, 9 August [1519] [CWE]",1519,"1519-08-09",0,1519,"1519-08-09",1,0,0,"antwerpen_BE_gid_2803138",0,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1003","1003 [CWE] // 1003 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"hué_guillaume_viaf_unknown",0,0,"1003 To Guillaume Hué Antwerp, 9 August [1519] [CWE]",1519,"1519-08-09",0,1519,"1519-08-09",1,0,0,"antwerpen_BE_gid_2803138",0,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1004","1004 [CWE] // 1004 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"budé_guillaume_viaf_105878228",0,0,"1004 To Guillaume Budé [Antwerp, c 9 August 1519] [CWE]",1519,"1519-08-09",0,1519,"1519-08-09",1,1,0,"antwerpen_BE_gid_2803138",1,0,"paris_FR_gid_2988507",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1005","1005 [CWE] // 1005 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"zuutpene_pieter_viaf_unknown",0,0,"1005 To Pieter Zuutpene Antwerp, 10 August 1519 [CWE]",1519,"1519-08-10",0,1519,"1519-08-10",0,0,0,"antwerpen_BE_gid_2803138",0,0,"veere_NL_gid_2745739",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1006","1006 [CWE] // 1006 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"hoogstraten_jacobus_van_viaf_13114285",0,0,"1006 To Jacob of Hoogstraten Antwerp, 11 August 1519 [CWE]",1519,"1519-08-11",0,1519,"1519-08-11",0,0,0,"antwerpen_BE_gid_2803138",0,0,"köln_DE_gid_2886242",1,0,"latin","familiar letter","letter_1_to_1"
"era_cwe_1007","1007 [CWE] // 1007 [ALLEN]","erasmus_desiderius_viaf_95982394",0,0,"leo_x_pope_viaf_316407579",0,0,"1007 To Pope Leo X Louvain, 13 August 1519 [CWE]",1519,"1519-08-13",0,1519,"1519-08-13",0,0,0,"leuven_BE_gid_2792482",0,0,"rome_IT_gid_3169070",1,0,"latin","familiar letter","letter_1_to_1"
